chr16	93544000	93545999	989	chr16	93544171	93544190	+
chr16	93576000	93577999	1005	chr16	93577148	93577167	+
chr16	93614000	93615999	1024	chr16	93615929	93615948	-
chr16	93626000	93627999	1030	chr16	93627178	93627197	+
chr16	93652000	93653999	1043	chr16	93652398	93652417	+
chr16	93670000	93671999	1052	chr16	93671507	93671526	+
chr16	93678000	93679999	1056	chr16	93678642	93678661	+
chr16	93686000	93687999	1060	chr16	93686221	93686240	-
chr16	93686000	93687999	1060	chr16	93687395	93687414	-
chr16	93710000	93711999	1072	chr16	93711247	93711266	-
chr16	93746000	93747999	1090	chr16	93747397	93747416	+
chr16	93766000	93767999	1100	chr16	93767367	93767386	+
chr16	93780000	93781999	1107	chr16	93781000	93781019	+
chr16	93784000	93785999	1109	chr16	93784601	93784620	+
chr16	93784000	93785999	1109	chr16	93785430	93785449	+
chr16	93786000	93787999	1110	chr16	93786240	93786259	+
chr16	93824000	93825999	1129	chr16	93825226	93825245	-
chr16	93842000	93843999	1138	chr16	93843583	93843602	-
chr16	93858000	93859999	1146	chr16	93858581	93858600	+
chr16	93878000	93879999	1156	chr16	93879554	93879573	+
chr16	93902000	93903999	1168	chr16	93903463	93903482	-
chr16	93906000	93907999	1170	chr16	93906611	93906630	-
chr16	93914000	93915999	1174	chr16	93915912	93915931	+
chr16	93918000	93919999	1176	chr16	93918772	93918791	-
chr16	93938000	93939999	1186	chr16	93938713	93938732	-
chr16	93942000	93943999	1188	chr16	93943535	93943554	+
chr16	93946000	93947999	1190	chr16	93947817	93947836	-
chr16	93974000	93975999	1204	chr16	93975861	93975880	-
chr16	93976000	93977999	1205	chr16	93977278	93977297	+
chr16	94018000	94019999	1226	chr16	94018388	94018407	+
chr16	94020000	94021999	1227	chr16	94020170	94020189	+
chr16	94038000	94039999	1236	chr16	94038624	94038643	-
chr16	94044000	94045999	1239	chr16	94045416	94045435	0.0181
